,pertIndex,leiden,gene_id,Pathways
ENSG00000130935,ENSG00000130935,0,ENSG00000130935,Metabolism_of_RNA
ENSG00000131351,ENSG00000131351,0,ENSG00000131351,Metabolism_of_RNA
ENSG00000131828,ENSG00000131828,0,ENSG00000131828,Metabolism_of_RNA
ENSG00000132305,ENSG00000132305,0,ENSG00000132305,Metabolism_of_RNA
ENSG00000132383,ENSG00000132383,0,ENSG00000132383,Metabolism_of_RNA
ENSG00000132661,ENSG00000132661,0,ENSG00000132661,Metabolism_of_RNA
ENSG00000132773,ENSG00000132773,0,ENSG00000132773,Metabolism_of_RNA
ENSG00000133226,ENSG00000133226,0,ENSG00000133226,Metabolism_of_RNA
ENSG00000133302,ENSG00000133302,0,ENSG00000133302,Metabolism_of_RNA
ENSG00000133313,ENSG00000133313,0,ENSG00000133313,Metabolism_of_RNA
ENSG00000133706,ENSG00000133706,0,ENSG00000133706,Metabolism_of_RNA
ENSG00000134001,ENSG00000134001,0,ENSG00000134001,Metabolism_of_RNA
ENSG00000134046,ENSG00000134046,0,ENSG00000134046,Metabolism_of_RNA
ENSG00000134222,ENSG00000134222,0,ENSG00000134222,Metabolism_of_RNA
ENSG00000134308,ENSG00000134308,0,ENSG00000134308,Metabolism_of_RNA
ENSG00000134318,ENSG00000134318,0,ENSG00000134318,Metabolism_of_RNA
ENSG00000134453,ENSG00000134453,0,ENSG00000134453,Metabolism_of_RNA
ENSG00000134697,ENSG00000134697,0,ENSG00000134697,Metabolism_of_RNA
ENSG00000134809,ENSG00000134809,0,ENSG00000134809,Metabolism_of_RNA
ENSG00000134884,ENSG00000134884,0,ENSG00000134884,Metabolism_of_RNA
ENSG00000135387,ENSG00000135387,0,ENSG00000135387,Metabolism_of_RNA
ENSG00000135624,ENSG00000135624,0,ENSG00000135624,Metabolism_of_RNA
ENSG00000136104,ENSG00000136104,0,ENSG00000136104,Metabolism_of_RNA
ENSG00000136159,ENSG00000136159,0,ENSG00000136159,Metabolism_of_RNA
ENSG00000136238,ENSG00000136238,0,ENSG00000136238,Metabolism_of_RNA
ENSG00000136261,ENSG00000136261,0,ENSG00000136261,Metabolism_of_RNA
ENSG00000136522,ENSG00000136522,0,ENSG00000136522,Metabolism_of_RNA
ENSG00000136811,ENSG00000136811,0,ENSG00000136811,Metabolism_of_RNA
ENSG00000136861,ENSG00000136861,0,ENSG00000136861,Metabolism_of_RNA
ENSG00000136908,ENSG00000136908,0,ENSG00000136908,Metabolism_of_RNA
ENSG00000136982,ENSG00000136982,0,ENSG00000136982,Metabolism_of_RNA
ENSG00000137054,ENSG00000137054,0,ENSG00000137054,Metabolism_of_RNA
ENSG00000137404,ENSG00000137404,0,ENSG00000137404,Metabolism_of_RNA
ENSG00000137547,ENSG00000137547,0,ENSG00000137547,Metabolism_of_RNA
ENSG00000138035,ENSG00000138035,0,ENSG00000138035,Metabolism_of_RNA
ENSG00000138092,ENSG00000138092,0,ENSG00000138092,Metabolism_of_RNA
ENSG00000138363,ENSG00000138363,0,ENSG00000138363,Metabolism_of_RNA
ENSG00000138750,ENSG00000138750,0,ENSG00000138750,Metabolism_of_RNA
ENSG00000138796,ENSG00000138796,0,ENSG00000138796,Metabolism_of_RNA
ENSG00000139350,ENSG00000139350,0,ENSG00000139350,Metabolism_of_RNA
ENSG00000139437,ENSG00000139437,0,ENSG00000139437,Metabolism_of_RNA
ENSG00000139496,ENSG00000139496,0,ENSG00000139496,Metabolism_of_RNA
ENSG00000139684,ENSG00000139684,0,ENSG00000139684,Metabolism_of_RNA
ENSG00000139921,ENSG00000139921,0,ENSG00000139921,Metabolism_of_RNA
ENSG00000140263,ENSG00000140263,0,ENSG00000140263,Metabolism_of_RNA
ENSG00000140451,ENSG00000140451,0,ENSG00000140451,Metabolism_of_RNA
ENSG00000141030,ENSG00000141030,0,ENSG00000141030,Metabolism_of_RNA
ENSG00000141456,ENSG00000141456,0,ENSG00000141456,Metabolism_of_RNA
ENSG00000141560,ENSG00000141560,0,ENSG00000141560,Metabolism_of_RNA
ENSG00000141858,ENSG00000141858,0,ENSG00000141858,Metabolism_of_RNA
ENSG00000141905,ENSG00000141905,0,ENSG00000141905,Metabolism_of_RNA
ENSG00000142208,ENSG00000142208,0,ENSG00000142208,Metabolism_of_RNA
ENSG00000142634,ENSG00000142634,0,ENSG00000142634,Metabolism_of_RNA
ENSG00000142856,ENSG00000142856,0,ENSG00000142856,Metabolism_of_RNA
ENSG00000143179,ENSG00000143179,0,ENSG00000143179,Metabolism_of_RNA
ENSG00000143256,ENSG00000143256,0,ENSG00000143256,Metabolism_of_RNA
ENSG00000143653,ENSG00000143653,0,ENSG00000143653,Metabolism_of_RNA
ENSG00000143702,ENSG00000143702,0,ENSG00000143702,Metabolism_of_RNA
ENSG00000143742,ENSG00000143742,0,ENSG00000143742,Metabolism_of_RNA
ENSG00000144028,ENSG00000144028,0,ENSG00000144028,Metabolism_of_RNA
ENSG00000144580,ENSG00000144580,0,ENSG00000144580,Metabolism_of_RNA
ENSG00000144848,ENSG00000144848,0,ENSG00000144848,Metabolism_of_RNA
ENSG00000145293,ENSG00000145293,0,ENSG00000145293,Metabolism_of_RNA
ENSG00000145354,ENSG00000145354,0,ENSG00000145354,Metabolism_of_RNA
ENSG00000145912,ENSG00000145912,0,ENSG00000145912,Metabolism_of_RNA
ENSG00000146247,ENSG00000146247,0,ENSG00000146247,Metabolism_of_RNA
ENSG00000146963,ENSG00000146963,0,ENSG00000146963,Metabolism_of_RNA
ENSG00000147140,ENSG00000147140,0,ENSG00000147140,Metabolism_of_RNA
ENSG00000147526,ENSG00000147526,0,ENSG00000147526,Metabolism_of_RNA
ENSG00000148335,ENSG00000148335,0,ENSG00000148335,Metabolism_of_RNA
ENSG00000148824,ENSG00000148824,0,ENSG00000148824,Metabolism_of_RNA
ENSG00000151247,ENSG00000151247,0,ENSG00000151247,Metabolism_of_RNA
ENSG00000151353,ENSG00000151353,0,ENSG00000151353,Metabolism_of_RNA
ENSG00000151465,ENSG00000151465,0,ENSG00000151465,Metabolism_of_RNA
ENSG00000151466,ENSG00000151466,0,ENSG00000151466,Metabolism_of_RNA
ENSG00000151923,ENSG00000151923,0,ENSG00000151923,Metabolism_of_RNA
ENSG00000152147,ENSG00000152147,0,ENSG00000152147,Metabolism_of_RNA
ENSG00000152455,ENSG00000152455,0,ENSG00000152455,Metabolism_of_RNA
ENSG00000152558,ENSG00000152558,0,ENSG00000152558,Metabolism_of_RNA
ENSG00000153147,ENSG00000153147,0,ENSG00000153147,Metabolism_of_RNA
ENSG00000153207,ENSG00000153207,0,ENSG00000153207,Metabolism_of_RNA
ENSG00000153922,ENSG00000153922,0,ENSG00000153922,Metabolism_of_RNA
ENSG00000154640,ENSG00000154640,0,ENSG00000154640,Metabolism_of_RNA
ENSG00000155189,ENSG00000155189,0,ENSG00000155189,Metabolism_of_RNA
ENSG00000155561,ENSG00000155561,0,ENSG00000155561,Metabolism_of_RNA
ENSG00000156136,ENSG00000156136,0,ENSG00000156136,Metabolism_of_RNA
ENSG00000156876,ENSG00000156876,0,ENSG00000156876,Metabolism_of_RNA
ENSG00000157500,ENSG00000157500,0,ENSG00000157500,Metabolism_of_RNA
ENSG00000158042,ENSG00000158042,0,ENSG00000158042,Metabolism_of_RNA
ENSG00000158545,ENSG00000158545,0,ENSG00000158545,Metabolism_of_RNA
ENSG00000158710,ENSG00000158710,0,ENSG00000158710,Metabolism_of_RNA
ENSG00000159131,ENSG00000159131,0,ENSG00000159131,Metabolism_of_RNA
ENSG00000159199,ENSG00000159199,0,ENSG00000159199,Metabolism_of_RNA
ENSG00000160014,ENSG00000160014,0,ENSG00000160014,Metabolism_of_RNA
ENSG00000160072,ENSG00000160072,0,ENSG00000160072,Metabolism_of_RNA
ENSG00000160193,ENSG00000160193,0,ENSG00000160193,Metabolism_of_RNA
ENSG00000160214,ENSG00000160214,0,ENSG00000160214,Metabolism_of_RNA
ENSG00000160352,ENSG00000160352,0,ENSG00000160352,Metabolism_of_RNA
ENSG00000160446,ENSG00000160446,0,ENSG00000160446,Metabolism_of_RNA
ENSG00000160633,ENSG00000160633,0,ENSG00000160633,Metabolism_of_RNA
ENSG00000160818,ENSG00000160818,0,ENSG00000160818,Metabolism_of_RNA
ENSG00000162545,ENSG00000162545,0,ENSG00000162545,Metabolism_of_RNA
ENSG00000162664,ENSG00000162664,0,ENSG00000162664,Metabolism_of_RNA
ENSG00000163041,ENSG00000163041,0,ENSG00000163041,Metabolism_of_RNA
ENSG00000163399,ENSG00000163399,0,ENSG00000163399,Metabolism_of_RNA
ENSG00000163428,ENSG00000163428,0,ENSG00000163428,Metabolism_of_RNA
ENSG00000163468,ENSG00000163468,0,ENSG00000163468,Metabolism_of_RNA
ENSG00000163714,ENSG00000163714,0,ENSG00000163714,Metabolism_of_RNA
ENSG00000163938,ENSG00000163938,0,ENSG00000163938,Metabolism_of_RNA
ENSG00000164045,ENSG00000164045,0,ENSG00000164045,Metabolism_of_RNA
ENSG00000164134,ENSG00000164134,0,ENSG00000164134,Metabolism_of_RNA
ENSG00000164924,ENSG00000164924,0,ENSG00000164924,Metabolism_of_RNA
ENSG00000165280,ENSG00000165280,0,ENSG00000165280,Metabolism_of_RNA
ENSG00000165283,ENSG00000165283,0,ENSG00000165283,Metabolism_of_RNA
ENSG00000165609,ENSG00000165609,0,ENSG00000165609,Metabolism_of_RNA
ENSG00000165672,ENSG00000165672,0,ENSG00000165672,Metabolism_of_RNA
ENSG00000166164,ENSG00000166164,0,ENSG00000166164,Metabolism_of_RNA
ENSG00000166181,ENSG00000166181,0,ENSG00000166181,Metabolism_of_RNA
ENSG00000167272,ENSG00000167272,0,ENSG00000167272,Metabolism_of_RNA
ENSG00000167461,ENSG00000167461,0,ENSG00000167461,Metabolism_of_RNA
ENSG00000167523,ENSG00000167523,0,ENSG00000167523,Metabolism_of_RNA
ENSG00000167699,ENSG00000167699,0,ENSG00000167699,Metabolism_of_RNA
ENSG00000167775,ENSG00000167775,0,ENSG00000167775,Metabolism_of_RNA
ENSG00000168066,ENSG00000168066,0,ENSG00000168066,Metabolism_of_RNA
ENSG00000168268,ENSG00000168268,0,ENSG00000168268,Metabolism_of_RNA
ENSG00000168411,ENSG00000168411,0,ENSG00000168411,Metabolism_of_RNA
ENSG00000168439,ENSG00000168439,0,ENSG00000168439,Metabolism_of_RNA
ENSG00000168476,ENSG00000168476,0,ENSG00000168476,Metabolism_of_RNA
ENSG00000169230,ENSG00000169230,0,ENSG00000169230,Metabolism_of_RNA
ENSG00000169714,ENSG00000169714,0,ENSG00000169714,Metabolism_of_RNA
ENSG00000170584,ENSG00000170584,0,ENSG00000170584,Metabolism_of_RNA
ENSG00000170606,ENSG00000170606,0,ENSG00000170606,Metabolism_of_RNA
ENSG00000170759,ENSG00000170759,0,ENSG00000170759,Metabolism_of_RNA
ENSG00000170860,ENSG00000170860,0,ENSG00000170860,Metabolism_of_RNA
ENSG00000171792,ENSG00000171792,0,ENSG00000171792,Metabolism_of_RNA
ENSG00000171824,ENSG00000171824,0,ENSG00000171824,Metabolism_of_RNA
ENSG00000171960,ENSG00000171960,0,ENSG00000171960,Metabolism_of_RNA
ENSG00000172009,ENSG00000172009,0,ENSG00000172009,Metabolism_of_RNA
ENSG00000172172,ENSG00000172172,0,ENSG00000172172,Metabolism_of_RNA
ENSG00000172336,ENSG00000172336,0,ENSG00000172336,Metabolism_of_RNA
ENSG00000172340,ENSG00000172340,0,ENSG00000172340,Metabolism_of_RNA
ENSG00000172531,ENSG00000172531,0,ENSG00000172531,Metabolism_of_RNA
ENSG00000173085,ENSG00000173085,0,ENSG00000173085,Metabolism_of_RNA
ENSG00000173473,ENSG00000173473,0,ENSG00000173473,Metabolism_of_RNA
ENSG00000173540,ENSG00000173540,0,ENSG00000173540,Metabolism_of_RNA
ENSG00000173692,ENSG00000173692,0,ENSG00000173692,Metabolism_of_RNA
ENSG00000174231,ENSG00000174231,0,ENSG00000174231,Metabolism_of_RNA
ENSG00000174780,ENSG00000174780,0,ENSG00000174780,Metabolism_of_RNA
ENSG00000175130,ENSG00000175130,0,ENSG00000175130,Metabolism_of_RNA
ENSG00000175166,ENSG00000175166,0,ENSG00000175166,Metabolism_of_RNA
ENSG00000175279,ENSG00000175279,0,ENSG00000175279,Metabolism_of_RNA
ENSG00000175550,ENSG00000175550,0,ENSG00000175550,Metabolism_of_RNA
ENSG00000175756,ENSG00000175756,0,ENSG00000175756,Metabolism_of_RNA
ENSG00000175792,ENSG00000175792,0,ENSG00000175792,Metabolism_of_RNA
ENSG00000176974,ENSG00000176974,0,ENSG00000176974,Metabolism_of_RNA
ENSG00000177084,ENSG00000177084,0,ENSG00000177084,Metabolism_of_RNA
ENSG00000177889,ENSG00000177889,0,ENSG00000177889,Metabolism_of_RNA
ENSG00000177917,ENSG00000177917,0,ENSG00000177917,Metabolism_of_RNA
ENSG00000178605,ENSG00000178605,0,ENSG00000178605,Metabolism_of_RNA
ENSG00000178691,ENSG00000178691,0,ENSG00000178691,Metabolism_of_RNA
ENSG00000179029,ENSG00000179029,0,ENSG00000179029,Metabolism_of_RNA
ENSG00000179262,ENSG00000179262,0,ENSG00000179262,Metabolism_of_RNA
ENSG00000180992,ENSG00000180992,0,ENSG00000180992,Metabolism_of_RNA
ENSG00000182054,ENSG00000182054,0,ENSG00000182054,Metabolism_of_RNA
ENSG00000182944,ENSG00000182944,0,ENSG00000182944,Metabolism_of_RNA
ENSG00000183207,ENSG00000183207,0,ENSG00000183207,Metabolism_of_RNA
ENSG00000183431,ENSG00000183431,0,ENSG00000183431,Metabolism_of_RNA
ENSG00000183495,ENSG00000183495,0,ENSG00000183495,Metabolism_of_RNA
ENSG00000184007,ENSG00000184007,0,ENSG00000184007,Metabolism_of_RNA
ENSG00000184207,ENSG00000184207,0,ENSG00000184207,Metabolism_of_RNA
ENSG00000184220,ENSG00000184220,0,ENSG00000184220,Metabolism_of_RNA
ENSG00000185104,ENSG00000185104,0,ENSG00000185104,Metabolism_of_RNA
ENSG00000187109,ENSG00000187109,0,ENSG00000187109,Metabolism_of_RNA
ENSG00000187555,ENSG00000187555,0,ENSG00000187555,Metabolism_of_RNA
ENSG00000187837,ENSG00000187837,0,ENSG00000187837,Metabolism_of_RNA
ENSG00000188612,ENSG00000188612,0,ENSG00000188612,Metabolism_of_RNA
ENSG00000189091,ENSG00000189091,0,ENSG00000189091,Metabolism_of_RNA
ENSG00000196262,ENSG00000196262,0,ENSG00000196262,Metabolism_of_RNA
ENSG00000196504,ENSG00000196504,0,ENSG00000196504,Metabolism_of_RNA
ENSG00000196510,ENSG00000196510,0,ENSG00000196510,Metabolism_of_RNA
ENSG00000196591,ENSG00000196591,0,ENSG00000196591,Metabolism_of_RNA
ENSG00000197111,ENSG00000197111,0,ENSG00000197111,Metabolism_of_RNA
ENSG00000197170,ENSG00000197170,0,ENSG00000197170,Metabolism_of_RNA
ENSG00000197894,ENSG00000197894,0,ENSG00000197894,Metabolism_of_RNA
ENSG00000197930,ENSG00000197930,0,ENSG00000197930,Metabolism_of_RNA
ENSG00000198604,ENSG00000198604,0,ENSG00000198604,Metabolism_of_RNA
ENSG00000198695,ENSG00000198695,0,ENSG00000198695,Metabolism_of_RNA
ENSG00000198721,ENSG00000198721,0,ENSG00000198721,Metabolism_of_RNA
ENSG00000198805,ENSG00000198805,0,ENSG00000198805,Metabolism_of_RNA
ENSG00000198900,ENSG00000198900,0,ENSG00000198900,Metabolism_of_RNA
ENSG00000203668,ENSG00000203668,0,ENSG00000203668,Metabolism_of_RNA
ENSG00000205339,ENSG00000205339,0,ENSG00000205339,Metabolism_of_RNA
ENSG00000205531,ENSG00000205531,0,ENSG00000205531,Metabolism_of_RNA
ENSG00000205937,ENSG00000205937,0,ENSG00000205937,Metabolism_of_RNA
ENSG00000206053,ENSG00000206053,0,ENSG00000206053,Metabolism_of_RNA
ENSG00000213024,ENSG00000213024,0,ENSG00000213024,Metabolism_of_RNA
ENSG00000213160,ENSG00000213160,0,ENSG00000213160,Metabolism_of_RNA
ENSG00000213390,ENSG00000213390,0,ENSG00000213390,Metabolism_of_RNA
ENSG00000213465,ENSG00000213465,0,ENSG00000213465,Metabolism_of_RNA
ENSG00000213585,ENSG00000213585,0,ENSG00000213585,Metabolism_of_RNA
ENSG00000213719,ENSG00000213719,0,ENSG00000213719,Metabolism_of_RNA
ENSG00000214063,ENSG00000214063,0,ENSG00000214063,Metabolism_of_RNA
ENSG00000214706,ENSG00000214706,0,ENSG00000214706,Metabolism_of_RNA
ENSG00000214736,ENSG00000214736,0,ENSG00000214736,Metabolism_of_RNA
ENSG00000214753,ENSG00000214753,0,ENSG00000214753,Metabolism_of_RNA
ENSG00000231607,ENSG00000231607,0,ENSG00000231607,Metabolism_of_RNA
ENSG00000237190,ENSG00000237190,0,ENSG00000237190,Metabolism_of_RNA
ENSG00000239306,ENSG00000239306,0,ENSG00000239306,Metabolism_of_RNA
ENSG00000239672,ENSG00000239672,0,ENSG00000239672,Metabolism_of_RNA
ENSG00000241360,ENSG00000241360,0,ENSG00000241360,Metabolism_of_RNA
ENSG00000241685,ENSG00000241685,0,ENSG00000241685,Metabolism_of_RNA
ENSG00000243927,ENSG00000243927,0,ENSG00000243927,Metabolism_of_RNA
ENSG00000244274,ENSG00000244274,0,ENSG00000244274,Metabolism_of_RNA
ENSG00000245694,ENSG00000245694,0,ENSG00000245694,Metabolism_of_RNA
ENSG00000256269,ENSG00000256269,0,ENSG00000256269,Metabolism_of_RNA
ENSG00000261236,ENSG00000261236,0,ENSG00000261236,Metabolism_of_RNA
ENSG00000265241,ENSG00000265241,0,ENSG00000265241,Metabolism_of_RNA
ENSG00000008018,ENSG00000008018,10,ENSG00000008018,Nuclear_events_mediated_by_NFE2L2_
ENSG00000023909,ENSG00000023909,10,ENSG00000023909,Nuclear_events_mediated_by_NFE2L2_
ENSG00000057757,ENSG00000057757,10,ENSG00000057757,Nuclear_events_mediated_by_NFE2L2_
ENSG00000100519,ENSG00000100519,10,ENSG00000100519,Nuclear_events_mediated_by_NFE2L2_
ENSG00000100764,ENSG00000100764,10,ENSG00000100764,Nuclear_events_mediated_by_NFE2L2_
ENSG00000100902,ENSG00000100902,10,ENSG00000100902,Nuclear_events_mediated_by_NFE2L2_
ENSG00000101856,ENSG00000101856,10,ENSG00000101856,Nuclear_events_mediated_by_NFE2L2_
ENSG00000106588,ENSG00000106588,10,ENSG00000106588,Nuclear_events_mediated_by_NFE2L2_
ENSG00000108344,ENSG00000108344,10,ENSG00000108344,Nuclear_events_mediated_by_NFE2L2_
ENSG00000117450,ENSG00000117450,10,ENSG00000117450,Nuclear_events_mediated_by_NFE2L2_
ENSG00000126067,ENSG00000126067,10,ENSG00000126067,Nuclear_events_mediated_by_NFE2L2_
ENSG00000127922,ENSG00000127922,10,ENSG00000127922,Nuclear_events_mediated_by_NFE2L2_
ENSG00000129084,ENSG00000129084,10,ENSG00000129084,Nuclear_events_mediated_by_NFE2L2_
ENSG00000130725,ENSG00000130725,10,ENSG00000130725,Nuclear_events_mediated_by_NFE2L2_
ENSG00000136810,ENSG00000136810,10,ENSG00000136810,Nuclear_events_mediated_by_NFE2L2_
ENSG00000138279,ENSG00000138279,10,ENSG00000138279,Nuclear_events_mediated_by_NFE2L2_
ENSG00000143106,ENSG00000143106,10,ENSG00000143106,Nuclear_events_mediated_by_NFE2L2_
ENSG00000151012,ENSG00000151012,10,ENSG00000151012,Nuclear_events_mediated_by_NFE2L2_
ENSG00000163319,ENSG00000163319,10,ENSG00000163319,Nuclear_events_mediated_by_NFE2L2_
ENSG00000163636,ENSG00000163636,10,ENSG00000163636,Nuclear_events_mediated_by_NFE2L2_
ENSG00000177156,ENSG00000177156,10,ENSG00000177156,Nuclear_events_mediated_by_NFE2L2_
ENSG00000181019,ENSG00000181019,10,ENSG00000181019,Nuclear_events_mediated_by_NFE2L2_
ENSG00000185627,ENSG00000185627,10,ENSG00000185627,Nuclear_events_mediated_by_NFE2L2_
ENSG00000198431,ENSG00000198431,10,ENSG00000198431,Nuclear_events_mediated_by_NFE2L2_
ENSG00000277791,ENSG00000277791,10,ENSG00000277791,Nuclear_events_mediated_by_NFE2L2_
ENSG00000006015,ENSG00000006015,1,ENSG00000006015,Translation
ENSG00000014641,ENSG00000014641,1,ENSG00000014641,Translation
ENSG00000023572,ENSG00000023572,1,ENSG00000023572,Translation
ENSG00000023734,ENSG00000023734,1,ENSG00000023734,Translation
ENSG00000033170,ENSG00000033170,1,ENSG00000033170,Translation
ENSG00000033867,ENSG00000033867,1,ENSG00000033867,Translation
ENSG00000037241,ENSG00000037241,1,ENSG00000037241,Translation
ENSG00000042753,ENSG00000042753,1,ENSG00000042753,Translation
ENSG00000051620,ENSG00000051620,1,ENSG00000051620,Translation
ENSG00000060339,ENSG00000060339,1,ENSG00000060339,Translation
ENSG00000062485,ENSG00000062485,1,ENSG00000062485,Translation
ENSG00000062716,ENSG00000062716,1,ENSG00000062716,Translation
ENSG00000064199,ENSG00000064199,1,ENSG00000064199,Translation
ENSG00000064490,ENSG00000064490,1,ENSG00000064490,Translation
ENSG00000064961,ENSG00000064961,1,ENSG00000064961,Translation
ENSG00000065054,ENSG00000065054,1,ENSG00000065054,Translation
ENSG00000065268,ENSG00000065268,1,ENSG00000065268,Translation
ENSG00000065882,ENSG00000065882,1,ENSG00000065882,Translation
ENSG00000066697,ENSG00000066697,1,ENSG00000066697,Translation
ENSG00000067082,ENSG00000067082,1,ENSG00000067082,Translation
ENSG00000067182,ENSG00000067182,1,ENSG00000067182,Translation
ENSG00000067334,ENSG00000067334,1,ENSG00000067334,Translation
ENSG00000068001,ENSG00000068001,1,ENSG00000068001,Translation
ENSG00000070831,ENSG00000070831,1,ENSG00000070831,Translation
ENSG00000071054,ENSG00000071054,1,ENSG00000071054,Translation
ENSG00000071655,ENSG00000071655,1,ENSG00000071655,Translation
ENSG00000072778,ENSG00000072778,1,ENSG00000072778,Translation
ENSG00000073050,ENSG00000073050,1,ENSG00000073050,Translation
ENSG00000073578,ENSG00000073578,1,ENSG00000073578,Translation
ENSG00000075790,ENSG00000075790,1,ENSG00000075790,Translation
ENSG00000076242,ENSG00000076242,1,ENSG00000076242,Translation
ENSG00000076513,ENSG00000076513,1,ENSG00000076513,Translation
ENSG00000077097,ENSG00000077097,1,ENSG00000077097,Translation
ENSG00000077782,ENSG00000077782,1,ENSG00000077782,Translation
ENSG00000079785,ENSG00000079785,1,ENSG00000079785,Translation
ENSG00000083312,ENSG00000083312,1,ENSG00000083312,Translation
ENSG00000083457,ENSG00000083457,1,ENSG00000083457,Translation
ENSG00000084090,ENSG00000084090,1,ENSG00000084090,Translation
ENSG00000084623,ENSG00000084623,1,ENSG00000084623,Translation
ENSG00000085719,ENSG00000085719,1,ENSG00000085719,Translation
ENSG00000086504,ENSG00000086504,1,ENSG00000086504,Translation
ENSG00000086758,ENSG00000086758,1,ENSG00000086758,Translation
ENSG00000087302,ENSG00000087302,1,ENSG00000087302,Translation
ENSG00000087502,ENSG00000087502,1,ENSG00000087502,Translation
ENSG00000088930,ENSG00000088930,1,ENSG00000088930,Translation
ENSG00000088986,ENSG00000088986,1,ENSG00000088986,Translation
ENSG00000089053,ENSG00000089053,1,ENSG00000089053,Translation
ENSG00000089220,ENSG00000089220,1,ENSG00000089220,Translation
ENSG00000089737,ENSG00000089737,1,ENSG00000089737,Translation
ENSG00000090060,ENSG00000090060,1,ENSG00000090060,Translation
ENSG00000092964,ENSG00000092964,1,ENSG00000092964,Translation
ENSG00000093144,ENSG00000093144,1,ENSG00000093144,Translation
ENSG00000093167,ENSG00000093167,1,ENSG00000093167,Translation
ENSG00000096092,ENSG00000096092,1,ENSG00000096092,Translation
ENSG00000097021,ENSG00000097021,1,ENSG00000097021,Translation
ENSG00000099624,ENSG00000099624,1,ENSG00000099624,Translation
ENSG00000099800,ENSG00000099800,1,ENSG00000099800,Translation
ENSG00000099977,ENSG00000099977,1,ENSG00000099977,Translation
ENSG00000100106,ENSG00000100106,1,ENSG00000100106,Translation
ENSG00000100142,ENSG00000100142,1,ENSG00000100142,Translation
ENSG00000100216,ENSG00000100216,1,ENSG00000100216,Translation
ENSG00000100387,ENSG00000100387,1,ENSG00000100387,Translation
ENSG00000100418,ENSG00000100418,1,ENSG00000100418,Translation
ENSG00000100503,ENSG00000100503,1,ENSG00000100503,Translation
ENSG00000100644,ENSG00000100644,1,ENSG00000100644,Translation
ENSG00000100650,ENSG00000100650,1,ENSG00000100650,Translation
ENSG00000100804,ENSG00000100804,1,ENSG00000100804,Translation
ENSG00000100911,ENSG00000100911,1,ENSG00000100911,Translation
ENSG00000100994,ENSG00000100994,1,ENSG00000100994,Translation
ENSG00000101040,ENSG00000101040,1,ENSG00000101040,Translation
ENSG00000101546,ENSG00000101546,1,ENSG00000101546,Translation
ENSG00000102699,ENSG00000102699,1,ENSG00000102699,Translation
ENSG00000103145,ENSG00000103145,1,ENSG00000103145,Translation
ENSG00000103260,ENSG00000103260,1,ENSG00000103260,Translation
ENSG00000103266,ENSG00000103266,1,ENSG00000103266,Translation
ENSG00000103507,ENSG00000103507,1,ENSG00000103507,Translation
ENSG00000103876,ENSG00000103876,1,ENSG00000103876,Translation
ENSG00000104131,ENSG00000104131,1,ENSG00000104131,Translation
ENSG00000104872,ENSG00000104872,1,ENSG00000104872,Translation
ENSG00000105329,ENSG00000105329,1,ENSG00000105329,Translation
ENSG00000105355,ENSG00000105355,1,ENSG00000105355,Translation
ENSG00000105379,ENSG00000105379,1,ENSG00000105379,Translation
ENSG00000105393,ENSG00000105393,1,ENSG00000105393,Translation
ENSG00000105447,ENSG00000105447,1,ENSG00000105447,Translation
ENSG00000105677,ENSG00000105677,1,ENSG00000105677,Translation
ENSG00000106305,ENSG00000106305,1,ENSG00000106305,Translation
ENSG00000106460,ENSG00000106460,1,ENSG00000106460,Translation
ENSG00000106554,ENSG00000106554,1,ENSG00000106554,Translation
ENSG00000106682,ENSG00000106682,1,ENSG00000106682,Translation
ENSG00000107890,ENSG00000107890,1,ENSG00000107890,Translation
ENSG00000108010,ENSG00000108010,1,ENSG00000108010,Translation
ENSG00000108384,ENSG00000108384,1,ENSG00000108384,Translation
ENSG00000108528,ENSG00000108528,1,ENSG00000108528,Translation
ENSG00000108651,ENSG00000108651,1,ENSG00000108651,Translation
ENSG00000108826,ENSG00000108826,1,ENSG00000108826,Translation
ENSG00000108883,ENSG00000108883,1,ENSG00000108883,Translation
ENSG00000109062,ENSG00000109062,1,ENSG00000109062,Translation
ENSG00000109861,ENSG00000109861,1,ENSG00000109861,Translation
ENSG00000109919,ENSG00000109919,1,ENSG00000109919,Translation
ENSG00000110200,ENSG00000110200,1,ENSG00000110200,Translation
ENSG00000110801,ENSG00000110801,1,ENSG00000110801,Translation
ENSG00000110955,ENSG00000110955,1,ENSG00000110955,Translation
ENSG00000111231,ENSG00000111231,1,ENSG00000111231,Translation
ENSG00000111358,ENSG00000111358,1,ENSG00000111358,Translation
ENSG00000111530,ENSG00000111530,1,ENSG00000111530,Translation
ENSG00000111639,ENSG00000111639,1,ENSG00000111639,Translation
ENSG00000111667,ENSG00000111667,1,ENSG00000111667,Translation
ENSG00000112208,ENSG00000112208,1,ENSG00000112208,Translation
ENSG00000112667,ENSG00000112667,1,ENSG00000112667,Translation
ENSG00000113387,ENSG00000113387,1,ENSG00000113387,Translation
ENSG00000113522,ENSG00000113522,1,ENSG00000113522,Translation
ENSG00000113758,ENSG00000113758,1,ENSG00000113758,Translation
ENSG00000114021,ENSG00000114021,1,ENSG00000114021,Translation
ENSG00000114315,ENSG00000114315,1,ENSG00000114315,Translation
ENSG00000114353,ENSG00000114353,1,ENSG00000114353,Translation
