,pertIndex,leiden,gene_id,Pathways
ENSG00000006625,ENSG00000006625,4,ENSG00000006625,CellCycle
ENSG00000006634,ENSG00000006634,4,ENSG00000006634,CellCycle
ENSG00000010292,ENSG00000010292,4,ENSG00000010292,CellCycle
ENSG00000011426,ENSG00000011426,4,ENSG00000011426,CellCycle
ENSG00000012048,ENSG00000012048,4,ENSG00000012048,CellCycle
ENSG00000013573,ENSG00000013573,4,ENSG00000013573,CellCycle
ENSG00000013810,ENSG00000013810,4,ENSG00000013810,CellCycle
ENSG00000014138,ENSG00000014138,4,ENSG00000014138,CellCycle
ENSG00000029993,ENSG00000029993,4,ENSG00000029993,CellCycle
ENSG00000040275,ENSG00000040275,4,ENSG00000040275,CellCycle
ENSG00000049541,ENSG00000049541,4,ENSG00000049541,CellCycle
ENSG00000065328,ENSG00000065328,4,ENSG00000065328,CellCycle
ENSG00000066279,ENSG00000066279,4,ENSG00000066279,CellCycle
ENSG00000068489,ENSG00000068489,4,ENSG00000068489,CellCycle
ENSG00000069275,ENSG00000069275,4,ENSG00000069275,CellCycle
ENSG00000072501,ENSG00000072501,4,ENSG00000072501,CellCycle
ENSG00000072571,ENSG00000072571,4,ENSG00000072571,CellCycle
ENSG00000073111,ENSG00000073111,4,ENSG00000073111,CellCycle
ENSG00000075218,ENSG00000075218,4,ENSG00000075218,CellCycle
ENSG00000076003,ENSG00000076003,4,ENSG00000076003,CellCycle
ENSG00000076382,ENSG00000076382,4,ENSG00000076382,CellCycle
ENSG00000077152,ENSG00000077152,4,ENSG00000077152,CellCycle
ENSG00000077514,ENSG00000077514,4,ENSG00000077514,CellCycle
ENSG00000079246,ENSG00000079246,4,ENSG00000079246,CellCycle
ENSG00000080824,ENSG00000080824,4,ENSG00000080824,CellCycle
ENSG00000080839,ENSG00000080839,4,ENSG00000080839,CellCycle
ENSG00000080986,ENSG00000080986,4,ENSG00000080986,CellCycle
ENSG00000087586,ENSG00000087586,4,ENSG00000087586,CellCycle
ENSG00000088325,ENSG00000088325,4,ENSG00000088325,CellCycle
ENSG00000089280,ENSG00000089280,4,ENSG00000089280,CellCycle
ENSG00000089685,ENSG00000089685,4,ENSG00000089685,CellCycle
ENSG00000090889,ENSG00000090889,4,ENSG00000090889,CellCycle
ENSG00000091651,ENSG00000091651,4,ENSG00000091651,CellCycle
ENSG00000092201,ENSG00000092201,4,ENSG00000092201,CellCycle
ENSG00000092853,ENSG00000092853,4,ENSG00000092853,CellCycle
ENSG00000093009,ENSG00000093009,4,ENSG00000093009,CellCycle
ENSG00000094804,ENSG00000094804,4,ENSG00000094804,CellCycle
ENSG00000094916,ENSG00000094916,4,ENSG00000094916,CellCycle
ENSG00000096746,ENSG00000096746,4,ENSG00000096746,CellCycle
ENSG00000099783,ENSG00000099783,4,ENSG00000099783,CellCycle
ENSG00000099901,ENSG00000099901,4,ENSG00000099901,CellCycle
ENSG00000100162,ENSG00000100162,4,ENSG00000100162,CellCycle
ENSG00000100297,ENSG00000100297,4,ENSG00000100297,CellCycle
ENSG00000100526,ENSG00000100526,4,ENSG00000100526,CellCycle
ENSG00000100714,ENSG00000100714,4,ENSG00000100714,CellCycle
ENSG00000100749,ENSG00000100749,4,ENSG00000100749,CellCycle
ENSG00000101057,ENSG00000101057,4,ENSG00000101057,CellCycle
ENSG00000101361,ENSG00000101361,4,ENSG00000101361,CellCycle
ENSG00000101412,ENSG00000101412,4,ENSG00000101412,CellCycle
ENSG00000101447,ENSG00000101447,4,ENSG00000101447,CellCycle
ENSG00000101596,ENSG00000101596,4,ENSG00000101596,CellCycle
ENSG00000101773,ENSG00000101773,4,ENSG00000101773,CellCycle
ENSG00000102054,ENSG00000102054,4,ENSG00000102054,CellCycle
ENSG00000104738,ENSG00000104738,4,ENSG00000104738,CellCycle
ENSG00000105011,ENSG00000105011,4,ENSG00000105011,CellCycle
ENSG00000105968,ENSG00000105968,4,ENSG00000105968,CellCycle
ENSG00000106399,ENSG00000106399,4,ENSG00000106399,CellCycle
ENSG00000106462,ENSG00000106462,4,ENSG00000106462,CellCycle
ENSG00000107672,ENSG00000107672,4,ENSG00000107672,CellCycle
ENSG00000108055,ENSG00000108055,4,ENSG00000108055,CellCycle
ENSG00000108106,ENSG00000108106,4,ENSG00000108106,CellCycle
ENSG00000108424,ENSG00000108424,4,ENSG00000108424,CellCycle
ENSG00000109685,ENSG00000109685,4,ENSG00000109685,CellCycle
ENSG00000109805,ENSG00000109805,4,ENSG00000109805,CellCycle
ENSG00000110958,ENSG00000110958,4,ENSG00000110958,CellCycle
ENSG00000111206,ENSG00000111206,4,ENSG00000111206,CellCycle
ENSG00000111247,ENSG00000111247,4,ENSG00000111247,CellCycle
ENSG00000111602,ENSG00000111602,4,ENSG00000111602,CellCycle
ENSG00000111665,ENSG00000111665,4,ENSG00000111665,CellCycle
ENSG00000112029,ENSG00000112029,4,ENSG00000112029,CellCycle
ENSG00000112081,ENSG00000112081,4,ENSG00000112081,CellCycle
ENSG00000112118,ENSG00000112118,4,ENSG00000112118,CellCycle
ENSG00000112312,ENSG00000112312,4,ENSG00000112312,CellCycle
ENSG00000112742,ENSG00000112742,4,ENSG00000112742,CellCycle
ENSG00000112984,ENSG00000112984,4,ENSG00000112984,CellCycle
ENSG00000113368,ENSG00000113368,4,ENSG00000113368,CellCycle
ENSG00000113810,ENSG00000113810,4,ENSG00000113810,CellCycle
ENSG00000114346,ENSG00000114346,4,ENSG00000114346,CellCycle
ENSG00000115053,ENSG00000115053,4,ENSG00000115053,CellCycle
ENSG00000115163,ENSG00000115163,4,ENSG00000115163,CellCycle
ENSG00000115241,ENSG00000115241,4,ENSG00000115241,CellCycle
ENSG00000115875,ENSG00000115875,4,ENSG00000115875,CellCycle
ENSG00000116062,ENSG00000116062,4,ENSG00000116062,CellCycle
ENSG00000116161,ENSG00000116161,4,ENSG00000116161,CellCycle
ENSG00000116560,ENSG00000116560,4,ENSG00000116560,CellCycle
ENSG00000117399,ENSG00000117399,4,ENSG00000117399,CellCycle
ENSG00000117632,ENSG00000117632,4,ENSG00000117632,CellCycle
ENSG00000117650,ENSG00000117650,4,ENSG00000117650,CellCycle
ENSG00000117724,ENSG00000117724,4,ENSG00000117724,CellCycle
ENSG00000118193,ENSG00000118193,4,ENSG00000118193,CellCycle
ENSG00000119403,ENSG00000119403,4,ENSG00000119403,CellCycle
ENSG00000119969,ENSG00000119969,4,ENSG00000119969,CellCycle
ENSG00000120699,ENSG00000120699,4,ENSG00000120699,CellCycle
ENSG00000120802,ENSG00000120802,4,ENSG00000120802,CellCycle
ENSG00000121152,ENSG00000121152,4,ENSG00000121152,CellCycle
ENSG00000121211,ENSG00000121211,4,ENSG00000121211,CellCycle
ENSG00000122566,ENSG00000122566,4,ENSG00000122566,CellCycle
ENSG00000122952,ENSG00000122952,4,ENSG00000122952,CellCycle
ENSG00000122966,ENSG00000122966,4,ENSG00000122966,CellCycle
ENSG00000123219,ENSG00000123219,4,ENSG00000123219,CellCycle
ENSG00000123416,ENSG00000123416,4,ENSG00000123416,CellCycle
ENSG00000123485,ENSG00000123485,4,ENSG00000123485,CellCycle
ENSG00000123737,ENSG00000123737,4,ENSG00000123737,CellCycle
ENSG00000123975,ENSG00000123975,4,ENSG00000123975,CellCycle
ENSG00000124207,ENSG00000124207,4,ENSG00000124207,CellCycle
ENSG00000124795,ENSG00000124795,4,ENSG00000124795,CellCycle
ENSG00000125944,ENSG00000125944,4,ENSG00000125944,CellCycle
ENSG00000126787,ENSG00000126787,4,ENSG00000126787,CellCycle
ENSG00000127564,ENSG00000127564,4,ENSG00000127564,CellCycle
ENSG00000128050,ENSG00000128050,4,ENSG00000128050,CellCycle
ENSG00000128944,ENSG00000128944,4,ENSG00000128944,CellCycle
ENSG00000128951,ENSG00000128951,4,ENSG00000128951,CellCycle
ENSG00000129534,ENSG00000129534,4,ENSG00000129534,CellCycle
ENSG00000129810,ENSG00000129810,4,ENSG00000129810,CellCycle
ENSG00000130816,ENSG00000130816,4,ENSG00000130816,CellCycle
ENSG00000131153,ENSG00000131153,4,ENSG00000131153,CellCycle
ENSG00000131470,ENSG00000131470,4,ENSG00000131470,CellCycle
ENSG00000131747,ENSG00000131747,4,ENSG00000131747,CellCycle
ENSG00000132646,ENSG00000132646,4,ENSG00000132646,CellCycle
ENSG00000132780,ENSG00000132780,4,ENSG00000132780,CellCycle
ENSG00000133026,ENSG00000133026,4,ENSG00000133026,CellCycle
ENSG00000134057,ENSG00000134057,4,ENSG00000134057,CellCycle
ENSG00000134690,ENSG00000134690,4,ENSG00000134690,CellCycle
ENSG00000136108,ENSG00000136108,4,ENSG00000136108,CellCycle
ENSG00000136492,ENSG00000136492,4,ENSG00000136492,CellCycle
ENSG00000136824,ENSG00000136824,4,ENSG00000136824,CellCycle
ENSG00000136938,ENSG00000136938,4,ENSG00000136938,CellCycle
ENSG00000137804,ENSG00000137804,4,ENSG00000137804,CellCycle
ENSG00000137807,ENSG00000137807,4,ENSG00000137807,CellCycle
ENSG00000137812,ENSG00000137812,4,ENSG00000137812,CellCycle
ENSG00000138160,ENSG00000138160,4,ENSG00000138160,CellCycle
ENSG00000138180,ENSG00000138180,4,ENSG00000138180,CellCycle
ENSG00000138182,ENSG00000138182,4,ENSG00000138182,CellCycle
ENSG00000138346,ENSG00000138346,4,ENSG00000138346,CellCycle
ENSG00000138376,ENSG00000138376,4,ENSG00000138376,CellCycle
ENSG00000138668,ENSG00000138668,4,ENSG00000138668,CellCycle
ENSG00000138778,ENSG00000138778,4,ENSG00000138778,CellCycle
ENSG00000139618,ENSG00000139618,4,ENSG00000139618,CellCycle
ENSG00000139734,ENSG00000139734,4,ENSG00000139734,CellCycle
ENSG00000140525,ENSG00000140525,4,ENSG00000140525,CellCycle
ENSG00000142945,ENSG00000142945,4,ENSG00000142945,CellCycle
ENSG00000143228,ENSG00000143228,4,ENSG00000143228,CellCycle
ENSG00000143401,ENSG00000143401,4,ENSG00000143401,CellCycle
ENSG00000143476,ENSG00000143476,4,ENSG00000143476,CellCycle
ENSG00000143799,ENSG00000143799,4,ENSG00000143799,CellCycle
ENSG00000143815,ENSG00000143815,4,ENSG00000143815,CellCycle
ENSG00000144354,ENSG00000144354,4,ENSG00000144354,CellCycle
ENSG00000144381,ENSG00000144381,4,ENSG00000144381,CellCycle
ENSG00000145386,ENSG00000145386,4,ENSG00000145386,CellCycle
ENSG00000146918,ENSG00000146918,4,ENSG00000146918,CellCycle
ENSG00000148019,ENSG00000148019,4,ENSG00000148019,CellCycle
ENSG00000148773,ENSG00000148773,4,ENSG00000148773,CellCycle
ENSG00000149136,ENSG00000149136,4,ENSG00000149136,CellCycle
ENSG00000149929,ENSG00000149929,4,ENSG00000149929,CellCycle
ENSG00000151725,ENSG00000151725,4,ENSG00000151725,CellCycle
ENSG00000152253,ENSG00000152253,4,ENSG00000152253,CellCycle
ENSG00000152795,ENSG00000152795,4,ENSG00000152795,CellCycle
ENSG00000153044,ENSG00000153044,4,ENSG00000153044,CellCycle
ENSG00000153187,ENSG00000153187,4,ENSG00000153187,CellCycle
ENSG00000156802,ENSG00000156802,4,ENSG00000156802,CellCycle
ENSG00000156970,ENSG00000156970,4,ENSG00000156970,CellCycle
ENSG00000157456,ENSG00000157456,4,ENSG00000157456,CellCycle
ENSG00000161547,ENSG00000161547,4,ENSG00000161547,CellCycle
ENSG00000161800,ENSG00000161800,4,ENSG00000161800,CellCycle
ENSG00000161888,ENSG00000161888,4,ENSG00000161888,CellCycle
ENSG00000162073,ENSG00000162073,4,ENSG00000162073,CellCycle
ENSG00000162607,ENSG00000162607,4,ENSG00000162607,CellCycle
ENSG00000163507,ENSG00000163507,4,ENSG00000163507,CellCycle
ENSG00000163535,ENSG00000163535,4,ENSG00000163535,CellCycle
ENSG00000163808,ENSG00000163808,4,ENSG00000163808,CellCycle
ENSG00000163918,ENSG00000163918,4,ENSG00000163918,CellCycle
ENSG00000164032,ENSG00000164032,4,ENSG00000164032,CellCycle
ENSG00000164104,ENSG00000164104,4,ENSG00000164104,CellCycle
ENSG00000164105,ENSG00000164105,4,ENSG00000164105,CellCycle
ENSG00000164109,ENSG00000164109,4,ENSG00000164109,CellCycle
ENSG00000164611,ENSG00000164611,4,ENSG00000164611,CellCycle
ENSG00000164754,ENSG00000164754,4,ENSG00000164754,CellCycle
ENSG00000164985,ENSG00000164985,4,ENSG00000164985,CellCycle
ENSG00000165304,ENSG00000165304,4,ENSG00000165304,CellCycle
ENSG00000165480,ENSG00000165480,4,ENSG00000165480,CellCycle
ENSG00000165501,ENSG00000165501,4,ENSG00000165501,CellCycle
ENSG00000166451,ENSG00000166451,4,ENSG00000166451,CellCycle
ENSG00000166508,ENSG00000166508,4,ENSG00000166508,CellCycle
ENSG00000166803,ENSG00000166803,4,ENSG00000166803,CellCycle
ENSG00000166851,ENSG00000166851,4,ENSG00000166851,CellCycle
ENSG00000167088,ENSG00000167088,4,ENSG00000167088,CellCycle
ENSG00000167325,ENSG00000167325,4,ENSG00000167325,CellCycle
ENSG00000167513,ENSG00000167513,4,ENSG00000167513,CellCycle
ENSG00000167553,ENSG00000167553,4,ENSG00000167553,CellCycle
ENSG00000167670,ENSG00000167670,4,ENSG00000167670,CellCycle
ENSG00000167900,ENSG00000167900,4,ENSG00000167900,CellCycle
ENSG00000168078,ENSG00000168078,4,ENSG00000168078,CellCycle
ENSG00000168298,ENSG00000168298,4,ENSG00000168298,CellCycle
ENSG00000168393,ENSG00000168393,4,ENSG00000168393,CellCycle
ENSG00000168496,ENSG00000168496,4,ENSG00000168496,CellCycle
ENSG00000169607,ENSG00000169607,4,ENSG00000169607,CellCycle
ENSG00000169679,ENSG00000169679,4,ENSG00000169679,CellCycle
ENSG00000169813,ENSG00000169813,4,ENSG00000169813,CellCycle
ENSG00000170144,ENSG00000170144,4,ENSG00000170144,CellCycle
ENSG00000170312,ENSG00000170312,4,ENSG00000170312,CellCycle
ENSG00000170515,ENSG00000170515,4,ENSG00000170515,CellCycle
ENSG00000170540,ENSG00000170540,4,ENSG00000170540,CellCycle
ENSG00000171241,ENSG00000171241,4,ENSG00000171241,CellCycle
ENSG00000171320,ENSG00000171320,4,ENSG00000171320,CellCycle
ENSG00000171848,ENSG00000171848,4,ENSG00000171848,CellCycle
ENSG00000173207,ENSG00000173207,4,ENSG00000173207,CellCycle
ENSG00000176208,ENSG00000176208,4,ENSG00000176208,CellCycle
ENSG00000176890,ENSG00000176890,4,ENSG00000176890,CellCycle
ENSG00000178999,ENSG00000178999,4,ENSG00000178999,CellCycle
ENSG00000182481,ENSG00000182481,4,ENSG00000182481,CellCycle
ENSG00000184357,ENSG00000184357,4,ENSG00000184357,CellCycle
ENSG00000184661,ENSG00000184661,4,ENSG00000184661,CellCycle
ENSG00000187514,ENSG00000187514,4,ENSG00000187514,CellCycle
ENSG00000187741,ENSG00000187741,4,ENSG00000187741,CellCycle
ENSG00000188229,ENSG00000188229,4,ENSG00000188229,CellCycle
ENSG00000188486,ENSG00000188486,4,ENSG00000188486,CellCycle
ENSG00000189403,ENSG00000189403,4,ENSG00000189403,CellCycle
ENSG00000196230,ENSG00000196230,4,ENSG00000196230,CellCycle
ENSG00000197061,ENSG00000197061,4,ENSG00000197061,CellCycle
ENSG00000197299,ENSG00000197299,4,ENSG00000197299,CellCycle
ENSG00000197451,ENSG00000197451,4,ENSG00000197451,CellCycle
ENSG00000198056,ENSG00000198056,4,ENSG00000198056,CellCycle
ENSG00000198554,ENSG00000198554,4,ENSG00000198554,CellCycle
ENSG00000198826,ENSG00000198826,4,ENSG00000198826,CellCycle
ENSG00000198830,ENSG00000198830,4,ENSG00000198830,CellCycle
ENSG00000198901,ENSG00000198901,4,ENSG00000198901,CellCycle
ENSG00000203760,ENSG00000203760,4,ENSG00000203760,CellCycle
ENSG00000213551,ENSG00000213551,4,ENSG00000213551,CellCycle
ENSG00000228716,ENSG00000228716,4,ENSG00000228716,CellCycle
ENSG00000237649,ENSG00000237649,4,ENSG00000237649,CellCycle
ENSG00000253729,ENSG00000253729,4,ENSG00000253729,CellCycle
ENSG00000276043,ENSG00000276043,4,ENSG00000276043,CellCycle
ENSG00000280789,ENSG00000280789,4,ENSG00000280789,CellCycle
ENSG00000005022,ENSG00000005022,2,ENSG00000005022,CellCycle_2nd
ENSG00000005059,ENSG00000005059,2,ENSG00000005059,CellCycle_2nd
ENSG00000009954,ENSG00000009954,2,ENSG00000009954,CellCycle_2nd
ENSG00000011260,ENSG00000011260,2,ENSG00000011260,CellCycle_2nd
ENSG00000011304,ENSG00000011304,2,ENSG00000011304,CellCycle_2nd
ENSG00000025770,ENSG00000025770,2,ENSG00000025770,CellCycle_2nd
ENSG00000029153,ENSG00000029153,2,ENSG00000029153,CellCycle_2nd
ENSG00000035141,ENSG00000035141,2,ENSG00000035141,CellCycle_2nd
ENSG00000035499,ENSG00000035499,2,ENSG00000035499,CellCycle_2nd
ENSG00000047410,ENSG00000047410,2,ENSG00000047410,CellCycle_2nd
ENSG00000051180,ENSG00000051180,2,ENSG00000051180,CellCycle_2nd
ENSG00000051341,ENSG00000051341,2,ENSG00000051341,CellCycle_2nd
ENSG00000053372,ENSG00000053372,2,ENSG00000053372,CellCycle_2nd
ENSG00000054118,ENSG00000054118,2,ENSG00000054118,CellCycle_2nd
ENSG00000055044,ENSG00000055044,2,ENSG00000055044,CellCycle_2nd
ENSG00000057608,ENSG00000057608,2,ENSG00000057608,CellCycle_2nd
ENSG00000060688,ENSG00000060688,2,ENSG00000060688,CellCycle_2nd
ENSG00000062822,ENSG00000062822,2,ENSG00000062822,CellCycle_2nd
ENSG00000071539,ENSG00000071539,2,ENSG00000071539,CellCycle_2nd
ENSG00000071626,ENSG00000071626,2,ENSG00000071626,CellCycle_2nd
ENSG00000074696,ENSG00000074696,2,ENSG00000074696,CellCycle_2nd
ENSG00000074800,ENSG00000074800,2,ENSG00000074800,CellCycle_2nd
ENSG00000075131,ENSG00000075131,2,ENSG00000075131,CellCycle_2nd
ENSG00000075188,ENSG00000075188,2,ENSG00000075188,CellCycle_2nd
ENSG00000077312,ENSG00000077312,2,ENSG00000077312,CellCycle_2nd
ENSG00000078668,ENSG00000078668,2,ENSG00000078668,CellCycle_2nd
ENSG00000079462,ENSG00000079462,2,ENSG00000079462,CellCycle_2nd
ENSG00000079616,ENSG00000079616,2,ENSG00000079616,CellCycle_2nd
ENSG00000080345,ENSG00000080345,2,ENSG00000080345,CellCycle_2nd
ENSG00000082153,ENSG00000082153,2,ENSG00000082153,CellCycle_2nd
ENSG00000082898,ENSG00000082898,2,ENSG00000082898,CellCycle_2nd
ENSG00000085840,ENSG00000085840,2,ENSG00000085840,CellCycle_2nd
ENSG00000086475,ENSG00000086475,2,ENSG00000086475,CellCycle_2nd
ENSG00000087087,ENSG00000087087,2,ENSG00000087087,CellCycle_2nd
ENSG00000090273,ENSG00000090273,2,ENSG00000090273,CellCycle_2nd
ENSG00000091483,ENSG00000091483,2,ENSG00000091483,CellCycle_2nd
ENSG00000092199,ENSG00000092199,2,ENSG00000092199,CellCycle_2nd
ENSG00000092820,ENSG00000092820,2,ENSG00000092820,CellCycle_2nd
ENSG00000096060,ENSG00000096060,2,ENSG00000096060,CellCycle_2nd
ENSG00000096384,ENSG00000096384,2,ENSG00000096384,CellCycle_2nd
ENSG00000100479,ENSG00000100479,2,ENSG00000100479,CellCycle_2nd
ENSG00000100941,ENSG00000100941,2,ENSG00000100941,CellCycle_2nd
ENSG00000101220,ENSG00000101220,2,ENSG00000101220,CellCycle_2nd
ENSG00000101224,ENSG00000101224,2,ENSG00000101224,CellCycle_2nd
ENSG00000101557,ENSG00000101557,2,ENSG00000101557,CellCycle_2nd
ENSG00000101868,ENSG00000101868,2,ENSG00000101868,CellCycle_2nd
ENSG00000102172,ENSG00000102172,2,ENSG00000102172,CellCycle_2nd
ENSG00000104852,ENSG00000104852,2,ENSG00000104852,CellCycle_2nd
ENSG00000105202,ENSG00000105202,2,ENSG00000105202,CellCycle_2nd
ENSG00000105281,ENSG00000105281,2,ENSG00000105281,CellCycle_2nd
ENSG00000105486,ENSG00000105486,2,ENSG00000105486,CellCycle_2nd
ENSG00000106244,ENSG00000106244,2,ENSG00000106244,CellCycle_2nd
ENSG00000106268,ENSG00000106268,2,ENSG00000106268,CellCycle_2nd
ENSG00000106355,ENSG00000106355,2,ENSG00000106355,CellCycle_2nd
ENSG00000106628,ENSG00000106628,2,ENSG00000106628,CellCycle_2nd
ENSG00000107566,ENSG00000107566,2,ENSG00000107566,CellCycle_2nd
ENSG00000107833,ENSG00000107833,2,ENSG00000107833,CellCycle_2nd
ENSG00000108179,ENSG00000108179,2,ENSG00000108179,CellCycle_2nd
ENSG00000108468,ENSG00000108468,2,ENSG00000108468,CellCycle_2nd
ENSG00000108561,ENSG00000108561,2,ENSG00000108561,CellCycle_2nd
ENSG00000109814,ENSG00000109814,2,ENSG00000109814,CellCycle_2nd
ENSG00000109881,ENSG00000109881,2,ENSG00000109881,CellCycle_2nd
ENSG00000109971,ENSG00000109971,2,ENSG00000109971,CellCycle_2nd
ENSG00000110108,ENSG00000110108,2,ENSG00000110108,CellCycle_2nd
ENSG00000111196,ENSG00000111196,2,ENSG00000111196,CellCycle_2nd
ENSG00000111445,ENSG00000111445,2,ENSG00000111445,CellCycle_2nd
ENSG00000111581,ENSG00000111581,2,ENSG00000111581,CellCycle_2nd
ENSG00000113460,ENSG00000113460,2,ENSG00000113460,CellCycle_2nd
ENSG00000114686,ENSG00000114686,2,ENSG00000114686,CellCycle_2nd
ENSG00000115484,ENSG00000115484,2,ENSG00000115484,CellCycle_2nd
ENSG00000115541,ENSG00000115541,2,ENSG00000115541,CellCycle_2nd
ENSG00000115758,ENSG00000115758,2,ENSG00000115758,CellCycle_2nd
ENSG00000116750,ENSG00000116750,2,ENSG00000116750,CellCycle_2nd
ENSG00000116830,ENSG00000116830,2,ENSG00000116830,CellCycle_2nd
ENSG00000117155,ENSG00000117155,2,ENSG00000117155,CellCycle_2nd
ENSG00000117395,ENSG00000117395,2,ENSG00000117395,CellCycle_2nd
ENSG00000117748,ENSG00000117748,2,ENSG00000117748,CellCycle_2nd
ENSG00000118412,ENSG00000118412,2,ENSG00000118412,CellCycle_2nd
ENSG00000118418,ENSG00000118418,2,ENSG00000118418,CellCycle_2nd
ENSG00000119333,ENSG00000119333,2,ENSG00000119333,CellCycle_2nd
ENSG00000119335,ENSG00000119335,2,ENSG00000119335,CellCycle_2nd
ENSG00000119397,ENSG00000119397,2,ENSG00000119397,CellCycle_2nd
ENSG00000120438,ENSG00000120438,2,ENSG00000120438,CellCycle_2nd
ENSG00000120539,ENSG00000120539,2,ENSG00000120539,CellCycle_2nd
ENSG00000120694,ENSG00000120694,2,ENSG00000120694,CellCycle_2nd
ENSG00000121621,ENSG00000121621,2,ENSG00000121621,CellCycle_2nd
ENSG00000121774,ENSG00000121774,2,ENSG00000121774,CellCycle_2nd
ENSG00000121957,ENSG00000121957,2,ENSG00000121957,CellCycle_2nd
ENSG00000122483,ENSG00000122483,2,ENSG00000122483,CellCycle_2nd
ENSG00000122565,ENSG00000122565,2,ENSG00000122565,CellCycle_2nd
ENSG00000123136,ENSG00000123136,2,ENSG00000123136,CellCycle_2nd
ENSG00000123473,ENSG00000123473,2,ENSG00000123473,CellCycle_2nd
ENSG00000125520,ENSG00000125520,2,ENSG00000125520,CellCycle_2nd
ENSG00000125835,ENSG00000125835,2,ENSG00000125835,CellCycle_2nd
ENSG00000125885,ENSG00000125885,2,ENSG00000125885,CellCycle_2nd
ENSG00000126261,ENSG00000126261,2,ENSG00000126261,CellCycle_2nd
ENSG00000126457,ENSG00000126457,2,ENSG00000126457,CellCycle_2nd
ENSG00000126749,ENSG00000126749,2,ENSG00000126749,CellCycle_2nd
ENSG00000128245,ENSG00000128245,2,ENSG00000128245,CellCycle_2nd
ENSG00000128708,ENSG00000128708,2,ENSG00000128708,CellCycle_2nd
ENSG00000128973,ENSG00000128973,2,ENSG00000128973,CellCycle_2nd
ENSG00000129351,ENSG00000129351,2,ENSG00000129351,CellCycle_2nd
ENSG00000130204,ENSG00000130204,2,ENSG00000130204,CellCycle_2nd
ENSG00000130520,ENSG00000130520,2,ENSG00000130520,CellCycle_2nd
ENSG00000130726,ENSG00000130726,2,ENSG00000130726,CellCycle_2nd
ENSG00000130826,ENSG00000130826,2,ENSG00000130826,CellCycle_2nd
ENSG00000131462,ENSG00000131462,2,ENSG00000131462,CellCycle_2nd
ENSG00000131504,ENSG00000131504,2,ENSG00000131504,CellCycle_2nd
ENSG00000131652,ENSG00000131652,2,ENSG00000131652,CellCycle_2nd
ENSG00000131876,ENSG00000131876,2,ENSG00000131876,CellCycle_2nd
ENSG00000132341,ENSG00000132341,2,ENSG00000132341,CellCycle_2nd
ENSG00000132475,ENSG00000132475,2,ENSG00000132475,CellCycle_2nd
ENSG00000132507,ENSG00000132507,2,ENSG00000132507,CellCycle_2nd
ENSG00000133119,ENSG00000133119,2,ENSG00000133119,CellCycle_2nd
ENSG00000133739,ENSG00000133739,2,ENSG00000133739,CellCycle_2nd
ENSG00000134291,ENSG00000134291,2,ENSG00000134291,CellCycle_2nd
ENSG00000135045,ENSG00000135045,2,ENSG00000135045,CellCycle_2nd
ENSG00000135316,ENSG00000135316,2,ENSG00000135316,CellCycle_2nd
ENSG00000135446,ENSG00000135446,2,ENSG00000135446,CellCycle_2nd
ENSG00000135451,ENSG00000135451,2,ENSG00000135451,CellCycle_2nd
ENSG00000135486,ENSG00000135486,2,ENSG00000135486,CellCycle_2nd
ENSG00000135829,ENSG00000135829,2,ENSG00000135829,CellCycle_2nd
ENSG00000136450,ENSG00000136450,2,ENSG00000136450,CellCycle_2nd
ENSG00000136518,ENSG00000136518,2,ENSG00000136518,CellCycle_2nd
ENSG00000136527,ENSG00000136527,2,ENSG00000136527,CellCycle_2nd
ENSG00000137309,ENSG00000137309,2,ENSG00000137309,CellCycle_2nd
ENSG00000137563,ENSG00000137563,2,ENSG00000137563,CellCycle_2nd
ENSG00000139343,ENSG00000139343,2,ENSG00000139343,CellCycle_2nd
ENSG00000140350,ENSG00000140350,2,ENSG00000140350,CellCycle_2nd
ENSG00000140365,ENSG00000140365,2,ENSG00000140365,CellCycle_2nd
ENSG00000140905,ENSG00000140905,2,ENSG00000140905,CellCycle_2nd
ENSG00000141522,ENSG00000141522,2,ENSG00000141522,CellCycle_2nd
ENSG00000141543,ENSG00000141543,2,ENSG00000141543,CellCycle_2nd
ENSG00000142230,ENSG00000142230,2,ENSG00000142230,CellCycle_2nd
ENSG00000142731,ENSG00000142731,2,ENSG00000142731,CellCycle_2nd
ENSG00000142864,ENSG00000142864,2,ENSG00000142864,CellCycle_2nd
ENSG00000143321,ENSG00000143321,2,ENSG00000143321,CellCycle_2nd
ENSG00000143549,ENSG00000143549,2,ENSG00000143549,CellCycle_2nd
ENSG00000143621,ENSG00000143621,2,ENSG00000143621,CellCycle_2nd
ENSG00000143977,ENSG00000143977,2,ENSG00000143977,CellCycle_2nd
ENSG00000144034,ENSG00000144034,2,ENSG00000144034,CellCycle_2nd
ENSG00000144554,ENSG00000144554,2,ENSG00000144554,CellCycle_2nd
ENSG00000145220,ENSG00000145220,2,ENSG00000145220,CellCycle_2nd
ENSG00000145833,ENSG00000145833,2,ENSG00000145833,CellCycle_2nd
ENSG00000145907,ENSG00000145907,2,ENSG00000145907,CellCycle_2nd
ENSG00000146143,ENSG00000146143,2,ENSG00000146143,CellCycle_2nd
ENSG00000146263,ENSG00000146263,2,ENSG00000146263,CellCycle_2nd
ENSG00000146670,ENSG00000146670,2,ENSG00000146670,CellCycle_2nd
ENSG00000146731,ENSG00000146731,2,ENSG00000146731,CellCycle_2nd
